,job_id,job_title,company_name,company_address,job_category,job_url,job_description,job_requirements,employment_type,seniority,job_skills,pay_min,pay_max,pay_type,posting_date,closing_date
681,JOB-2019-0075825,"Officer, Change Support, Reference Data Services Operations",ALEXANDER MANN BPO SOLUTIONS (SINGAPORE) PTE. LTD.,"SGX CENTRE I, 2 SHENTON WAY 068804",Banking and Finance,https://www.mycareersfuture.sg/job/officer-change-support-reference-data-services-operations-merrill-lynch-global-services-7c8558da5add8d3aa3d11b353dde0283,"Our purpose as a firm is to make financial lives better, through the power of every connection. Across the world, we partner with leading corporate and institutional investors through our offices in more than 40 countries. In the U.S alone, we serve almost all Fortune 500 companies and approximately 59 million consumers and small-business customers. We provide a full suite of financial products and services, from banking and investments to asset and risk management. We cover a broad range of asset classes, making us a global leader in corporate and investment banking, sales and trading.  Our Asia Pacific team is spread across 23 offices in 12 markets. We are focused on connecting Asia to the world and the world to Asia, using our global expertise to ensure success is shared between us, our clients and our communities. Our regional footprint covers 12 currencies, more than a dozen languages and five time zones, placing us firmly among the region’s leading financial services companies.  Bank of America Merrill Lynch is committed to attracting, recruiting and retaining top diverse talent from across the globe. Our diversity and inclusion mission is to actively promote an inclusive work environment where all employees have the opportunity to achieve personal success and contribute to the growth of our business. Each of our global Employee Networks bring together employees, create dialogue and awareness in support of our Diversity and Inclusion mission. Bank of America Merrill Lynch is an equal opportunities employer.  The Reference Data Services Organization are part of the broader Global Markets Operations & Middle Office (GMOMO) for Bank of America Merrill Lynch (BAML). Functional responsibilities of Reference data team include the following: ",Proven experience in a Change function. Previous experience in a Reference Data function desirable Client focused to provide highest quality of service to internal / external clients in the most efficient way. Excellent written and verbal communication skills with ability to interact with senior stakeholders and delivery partners alike Strong analytical skills. Thinks strategically and is delivery-focused,Permanent,Professional,"['Analysis', 'Business Strategy', 'Change Management', 'Customer Service', 'Government', 'Leadership', 'Management', 'Microsoft Office', 'Military', 'Policy', 'Program Management', 'Project Management', 'Project Planning', 'Public Speaking', 'Research', 'Strategic Planning', 'Strategy', 'Team Building', 'Team Leadership', 'Training']","$4,000","$8,000",Monthly,10 Apr 2019,10 May 2019
682,JOB-2019-0076344,Data Center Operations Engineer,EIRE SYSTEMS SINGAPORE PTE. LTD.,"KEPPEL BAY TOWER, 1 HARBOURFRONT AVENUE 098632",Information Technology,https://www.mycareersfuture.sg/job/data-center-operations-engineer-eire-systems-singapore-77b6d4fb9b3e5a104368debc02a827e7,"Project Duration: 6 months The successful candidate will manage all aspects of the day to day Data Centre operations within the APAC region as part of the Technology Data Centre team, working closely with regional and global technology teams to ensure the effective delivery of projects and BAUs to the Asia Pacific lines of business. You will be primarily responsible for the delivery of operations and support services for the Data Centre to global standards, plus documentation and troubleshooting.Operational responsibilities spans multiple data centres regionally and globally. Responsibilities also extend to assessing current Data Centre and server room infrastructure and you will be expected and encouraged to make recommendations for management, process, service and operational improvements.","Strong data centre experience & BAU operational skills IT server/storage hardware and data/voice network communications experience (racking/break fix/patching/connectivity) in HPE Server, CISCO UCS Server, DELL EMC Server, DELL EMC/NetApp/PURE/TINTRI STORAGE and CISCO Switches and Routers Proven understanding of IT technologies and the associated industry Good understanding of  IT service delivery within an ITIL methodology, Remedy and ServiceNow ticketing Experience with DC critical engineering services, UPS, CRAC, fire suppression, electrical distribution, etc.           Educated to a suitable, relevant and appropriate level to fulfil and exceed the requirements for this role Certification ITIL V3 best practices Data Centre operations qualifications (CDCP/CDCS/CDCE/CDCDP) Vendor hardware training (HPE/CISCO UCS/DELL EMC/CISCO Networks)",Full Time,Professional,"['Cabling', 'Cisco Technologies', 'Cloud Computing', 'Data Center', 'Disaster Recovery', 'Infrastructure', 'IP', 'IT Operations', 'ITIL', 'Networking', 'Project Management', 'SAN', 'Servers', 'Switches', 'Telecommunications', 'Troubleshooting', 'VMware', 'VPN', 'Windows', 'Windows Server']","$3,000","$5,000",Monthly,10 Apr 2019,10 May 2019
683,JOB-2019-0075607,"Executive, Data Centre Operations",RESORTS WORLD AT SENTOSA PTE. LTD.,"RESORTS WORLD SENTOSA, 8 SENTOSA GATEWAY 098269",Information Technology,https://www.mycareersfuture.sg/job/executive-data-centre-operations-resorts-world-sentosa-ed8a0b64f264c0ca1f7ef9ed37d05d01,,"ITE or Diploma in Computer Engineering, Information Technology or related fields At least 2 years of relevant working experience Knowledge in supporting DC facilities like Computer Room Air Conditioner (CRAC), Uninterruptible Power System (UPS), FM200 & VESDA Fire Protection System, Water Leak Detection System, Building Management System Knowledge and understanding of data back-up operations and troubleshooting of fiber and UTP structured cabling issues Strong analytical, problem solving and troubleshooting skills Good spoken and written communication skills Able to work on 12-hour rotating shifts (Day & Night), including weekends and public holidays Applicants must meet regulatory requirements of age 21 years and above, no criminal records and no exclusion order imposed by the Casino","Permanent, Full Time",Executive,"['Business Development', 'Business Strategy', 'CRM', 'Customer Service', 'Event Management', 'Leadership', 'Management', 'Marketing', 'Marketing Strategy', 'Microsoft Office', 'Negotiation', 'New Business Development', 'Program Management', 'Project Management', 'Sales', 'Social Media', 'Strategic Planning', 'Strategy', 'Team Leadership', 'Training']","$2,000","$3,800",Monthly,10 Apr 2019,10 May 2019
684,JOB-2019-0075333,"Associate, Data Engineer, Consumer Banking, Technology and Operations (WD03017)",DBS BANK LTD.,"MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982",Banking and Finance,https://www.mycareersfuture.sg/job/associate-data-engineer-consumer-banking-technology-operations-dbs-bank-a66f5940d9a82290a3f458944993a5ec,"Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels. As part of this organization, you will be joining the Operations Intelligence Unit of Singapore Consumer Banking Operations: you will be working on a workforce optimization project which aims to improve data accuracy and data reliability of operations staff performance data. Your primary focus will be ensuring the smooth running of our current technical infrastructure and enabling the successful transitioning to the new one, while also taking active part in developing the new workforce optimization data and solution elements. As an ideal candidate, we are looking for a profile with an established database admin and software engineering skills who also has a well-founded interest in data mining, analytics and modelling","Diploma or Degree holder of Information Technology, Business, Mathematics or Statistics At least 2-4 years of experience in software development, and relational database maintenance/support, including open source technologies Able to interpret database schemas, both RDBMS and Hadoop that represent and support business processes Proficient in writing and optimizing SQL on Teradata or similar relational database Able to handle large and complex codebases Understanding of administrative tasks such as end user access to front end and maintenance of security matrix and code versioning tools such as TortoiseSVN Experience in data visualization and statistical data modelling (ie. QlikView, Power BI, Cognos, SAP Business Objects, R or Python stat packages, SPARK  R would be an advantage. Interest or experience in advanced data mining, big data tool stacks and/or Machine Learning, (Deep) Neural Networks, Game Theory, R Optimization Infrastructure packages Strong problem-solving skills and openness to consider alternative suggestions Proactive and independent work ethic Willingness to work as part of a high performing team in an individual contributor role A drive to learn and master new technologies and techniques","Permanent, Full Time",Junior Executive,"['Business Development', 'Business Strategy', 'Customer Service', 'Due Diligence', 'Financial Analysis', 'Financial Modeling', 'Leadership', 'Management', 'Marketing', 'Mergers & Acquisitions', 'Microsoft Excel', 'Microsoft Office', 'Private Equity', 'Project Management', 'Public Speaking', 'Research', 'Social Media', 'Strategic Planning', 'Strategy', 'Valuation']","$3,750","$6,800",Monthly,09 Apr 2019,09 May 2019
685,JOB-2019-0075499,"VP, CAP Data Engineer, Middle Office Tech, Technology & Operations (WD02988)",DBS BANK LTD.,"MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982",Information Technology,https://www.mycareersfuture.sg/job/vp-cap-data-engineer-middle-office-tech-technology-operations-dbs-bank-469a8c26a836193d1121507c0a65728e,"   Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.   This role requires an experienced data engineer, with knowledge of end to end credit life cycle management from credit origination to credit measurement/monitoring, to actively execute and monitor project related activities and constantly deliver quality project deliverables. The candidate shall be required to quickly understand the current operating model and define the target state operating model. Working as part of a regional team within our Singapore office although some overseas travel will be required.   On a day to day basis provide support to the project team lead within the program. The candidate will be responsible for ensuring coordination of project activities and delivering of project deliverables. The candidates may be required to work across various projects within the program. The candidate should have an understanding of a wide range of banking book products with an appreciation of counterparty credit processes. ","This is a hands-on role requiring a strong business analyst to engage in a fast moving and large scale credit architecture development program. Minimum of 8 years of working experience within an international banking environment of which at least 3 years in a credit related environment, with exposure of project / program management and involvement. Good understanding of banking domain (specific domain: credit process), banking book (Lending, Trade Finance and CASA) products with credit risk management. Experience in capturing business and technology requirements, systems development life cycle, writing functional specifications, writing test scripts and executing functional tests, analysis of credit risk system requirements. Experience of working with relationship managers, credit risk managers and technical specialists; and understand credit risk end-to-end management and operating model. Proven track record of participating in the delivery of credit risk technology solutions. Either vendor systems or preferably an in-house solution. Ability to plan and conduct interviews with business end users on complex topics. A motivated self-starter with ability to multitask but requires minimal supervision to meet challenging targets, embody a `whatever it takes to get the job done` attitude. Able to operate independently and make sound decisions, but a team player with collaborative attitude and enjoys working in teams. Effective problem solving and analytical skills with attention to detail while maintaining a big picture outlook. Maintain high productivity in a fast paced environment showing effective prioritization skills. Excellent written and verbal communication and interpersonal skills. Proficient in MS Office and able to produce board-level documentation. Proficiency in some form of programming and database technology, such as Java, Oracle/Mysql/Mongodb etc… Strong facilitation skills and experience facilitating workshops with large groups. Experience in various requirements models like use case models, business process models, data flow diagrams, context diagrams and sequence diagrams etc… Experience in working with agile software development methodologies. Some skills in usage of any issue/problem tracking, defect management tool and MS SharePoint is required. Experience in working with multi location teams will be an added advantage.",Full Time,Senior Management,"['Business Development', 'Business Strategy', 'Cross-functional Team Leadership', 'Leadership', 'Management', 'Marketing', 'Marketing Strategy', 'New Business Development', 'Product Development', 'Product Management', 'Program Management', 'Project Management', 'Risk Management', 'Sales', 'Sales Management', 'Start-ups', 'Strategic Partnerships', 'Strategic Planning', 'Strategy', 'Team Building']","$10,400","$18,700",Monthly,09 Apr 2019,09 May 2019
686,JOB-2019-0042172,"Head of Platforms, Asia",ASPIRE GLOBAL NETWORK PTE. LTD.,"CHINA SQUARE CENTRAL, 18 CROSS STREET 048423",Advertising / Media ,https://www.mycareersfuture.sg/job/head-platforms-asia-aspire-global-network-963cc9f2b649b8c342ffd9482ac71b59,"Aspire is working with one of the world's most advanced tech companies that specializes in location data- which helps companies all over the globe track their consumer's footprint to best predict the most profitable outcomes. With their state of the art technology, their clients are able make sure they are spending their ad dollars in the most strategic way. The company has been expanding at hyper speed and has grown to 17 offices- making its presence known internationally, plus partnering with huge names like HSBC, Samsung and Mercedez Benz. They are now looking for a highly skilled Head of Platforms who will take charge of technical account managers and traders who will ensure the DSP of their clientele's programmatic ad strategy will bring the maximum ROI.  ","At least 8 years of experience within digital ad operations. Solid experience building teams- advancing junior's within the organization. A strong understanding of supply side marketplace, agency trade desks. Familiar with technologies like RTB Tech and 3rd party partners like Mediamind/Flasktalking/DFA, etc. Being able to connect and translate commercial information to technical requirements to bridge the gap between with the engineering team.",Permanent,Senior Management,"['Active Directory', 'Business Analysis', 'Business Intelligence', 'Business Process', 'Business Process Improvement', 'Change Management', 'Cloud Computing', 'Data Center', 'Disaster Recovery', 'Enterprise Architecture', 'Integration', 'IT Management', 'IT Service Management', 'IT Strategy', 'ITIL', 'Management', 'Program Management', 'Project Management', 'Security', 'Strategic Planning']","$10,000","$15,000",Monthly,09 Apr 2019,09 May 2019
687,JOB-2019-0073719,Attractive L2 Support Engineer(Data Center Operations) opening in Singapore,TECHMASTERS MATRIX PTE. LTD.,"THE SIGNATURE, 51 CHANGI BUSINESS PARK CENTRAL 2 486066",Information Technology,https://www.mycareersfuture.sg/job/attractive-l2-support-engineer-opening-singapore-techmasters-matrix-099940f3835cf1af05a8f7c1616ec6d8,,,Contract,Middle Management,"['Cabling', 'Cisco Technologies', 'Cloud Computing', 'Data Center', 'Disaster Recovery', 'Infrastructure', 'IP', 'IT Operations', 'ITIL', 'Networking', 'Project Management', 'SAN', 'Servers', 'Switches', 'Telecommunications', 'Troubleshooting', 'VMware', 'VPN', 'Windows', 'Windows Server']","$5,500","$6,000",Monthly,08 Apr 2019,08 May 2019
688,JOB-2019-0090219,"Data Engineer (5 days, Orchard, $3500-4000)",MACHSPEED HUMAN RESOURCES PTE. LTD.,"GOLDEN WALL CENTRE, 89 SHORT STREET 188216",Information Technology,https://www.mycareersfuture.sg/job/data-engineer-machspeed-human-resources-6151ed07ab7631ad36ba0b3b6addcfc9,"Leading System Integrator company providing IT solutions for network, IT infrastructure, analytics, cyber security and managed services. Job Responsibilities ","Minimum Degree/Diploma in Computer Science, Engineering or IT with at least 2 years of relevant experience Hands-on experience in scripting/programming Possess knowledge in Networking and Servers(Windows and Linux) Possess CEH/ECSA/CISSP/ECSA/CompTIA Security+ certification will be an added advantage Working hours: 9am - 6pm, Mondays to Fridays Salary range: $3500 - 4000",Permanent,Executive,"['ASIC', 'AutoCAD', 'CAD', 'Design for Manufacturing', 'Electronics', 'Embedded Systems', 'Engineering', 'Engineering Management', 'Manufacturing', 'Matlab', 'Mechanical Engineering', 'Microsoft Office', 'Product Design', 'Product Development', 'Project Management', 'Semiconductors', 'Simulations', 'Solidworks', 'Testing', 'Verilog']","$3,500","$4,000",Monthly,27 Apr 2019,27 May 2019
689,JOB-2019-0089887,Data Center Support Engineer,HCL INSYS PTE. LTD.,"RB CAPITAL BUILDING, 22 MALACCA STREET 048980",Information Technology,https://www.mycareersfuture.sg/job/data-center-support-engineer-hcl-insys-2f2bb597d8e39596131b2d27ef05e0b2,• Extensive knowledge garnered working as a Data Center Operator  • Thorough knowledge of Data Center Operations with strong knowledge of Operations methodology.  • Strong ability to examine Symantec Netbackup policy backups and perform first level troubleshoots on Windows and UNIX servers.  • Good technical knowledge on Data Centre monitoring tools.  • Possess an in-depth knowledge of data center infrastructure technology and components for installation.  • Strong written and excellent communication skills.,"2-3 Years of experience in Datacenter Operations. Must be able to work in 24*7 Environment  Backup operations, Media Management ITIL Process Knowledge",Full Time,Professional,"['AutoCAD', 'C', 'C++', 'Engineering', 'Integration', 'Java', 'Linux', 'Management', 'Manufacturing', 'Matlab', 'Microsoft Office', 'Product Development', 'Program Management', 'Project Engineering', 'Project Management', 'Project Planning', 'Python', 'Software Development', 'Telecommunications', 'Testing']","$2,500","$3,100",Monthly,26 Apr 2019,26 May 2019
690,JOB-2019-0089800,Data Engineer (Ref 22360),Company Undisclosed,,Information Technology,https://www.mycareersfuture.sg/job/data-engineer-f98742ea578d6d5399704a3afd5121e3,"- Work closely with software developers and System Integration team to detail the database information for C3 (Command, Control and Communication) software system - Developing and maintaining tools for data generation via database scripts - Develop database functions, scripts, stored procedures and triggers to support application development - Create SQL queries for Crystal Reports - Provide database support during integration and testing of project systems - Create and backup database schemas for test platforms",,"Contract, Full Time",Executive,"['Active Directory', 'Data Center', 'Integration', 'ITIL', 'Java', 'Linux', 'Microsoft SQL Server', 'MySQL', 'Networking', 'PHP', 'Project Management', 'Servers', 'Software Development', 'SQL', 'System Administration', 'Telecommunications', 'Troubleshooting', 'Virtualization', 'VMware', 'Windows Server']","$3,500","$7,000",Monthly,26 Apr 2019,26 May 2019
691,JOB-2019-0089793,Data Engineer (Ref 22360),Company Undisclosed,,Information Technology,https://www.mycareersfuture.sg/job/data-engineer-e85aeb2c7a5bf6c93a8b6e5bff5aa893,"- Work closely with software developers and System Integration team to detail the database information for C3 (Command, Control and Communication) software system - Developing and maintaining tools for data generation via database scripts - Develop database functions, scripts, stored procedures and triggers to support application development - Create SQL queries for Crystal Reports - Provide database support during integration and testing of project systems - Create and backup database schemas for test platforms",,"Contract, Full Time",Executive,"['Active Directory', 'Data Center', 'Integration', 'ITIL', 'Java', 'Linux', 'Microsoft SQL Server', 'MySQL', 'Networking', 'PHP', 'Project Management', 'Servers', 'Software Development', 'SQL', 'System Administration', 'Telecommunications', 'Troubleshooting', 'Virtualization', 'VMware', 'Windows Server']","$2,000","$4,000",Monthly,26 Apr 2019,26 May 2019
692,JOB-2019-0088485,Senior Level Data Engineer,TRAVELOKA SERVICES PTE. LTD.,,Information Technology,https://www.mycareersfuture.sg/job/senior-level-data-engineer-traveloka-services-9708b2f3aa461757cb12be6c9df31c95,"Data Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:", 	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	,Permanent,Senior Executive,"['Agile Methodologies', 'C#', 'C++', 'HTML', 'Integration', 'Java', 'JavaScript', 'jQuery', 'Linux', 'MySQL', 'PHP', 'Project Management', 'Scrum', 'Software Development', 'Software Project Management', 'SQL', 'UML', 'Unix', 'Web Services', 'XML']","$8,300","$15,000",Monthly,25 Apr 2019,25 May 2019
693,JOB-2019-0088474,Data Centre Engineer,IX TECHNOLOGY PTE. LTD.,"LTC BUILDING A, 10 ARUMUGAM ROAD 409957","Building and Construction, Engineering",https://www.mycareersfuture.sg/job/data-centre-engineer-ix-technology-123e87b75cba4327bc9872b338f97f30,,"Associates degree or above in a computer science or engineering discipline More than 2 years of overseas large-scale data centre on-site operating experience Familiar with data centre power, machinery, fire, control system Willingness to learn more about IT infrastructure areas such as server platforms, storage server platforms, server components, networking equipment, technologies and architectures, IT service delivery principles and best practices Self-motivated and self-management ability, with strong problem analysis and crisis thinking experience Familiar with the servers, network equipment, hardware installation, maintenance, troubleshooting processes and methods Excellent verbal and written communication",Permanent,Executive,"['AutoCAD', 'C', 'C++', 'Engineering', 'Integration', 'Java', 'Linux', 'Management', 'Manufacturing', 'Matlab', 'Microsoft Office', 'Product Development', 'Program Management', 'Project Engineering', 'Project Management', 'Project Planning', 'Python', 'Software Development', 'Telecommunications', 'Testing']","$2,500","$3,000",Monthly,25 Apr 2019,25 May 2019
694,JOB-2019-0088498,Network Engineer (Data Centre),Company Undisclosed,"DEUTSCHE TELEKOM CENTRE, 23 TAI SENG DRIVE 535224",Information Technology,https://www.mycareersfuture.sg/job/network-engineer-0852ebc217026183903ecb703f6ec631,,"Experience in data centre environment with 3 years of relevant experience in managing LAN and WAN networks, involving devices such as routers, switches, Network Access Control appliances. Hands-on experience in designing and implementation of LAN. Experience in Layer 2 network infrastructure. CCNA certification, or other higher and relevant networking professional certification will be an added advantage. Knowledge and experience in maintaining IPv4 and IPv6 network. Knowledge and experience in managing Network Management tools.",Permanent,Executive,"['BGP', 'Cisco Technologies', 'Cloud Computing', 'Data Center', 'Disaster Recovery', 'Firewalls', 'Integration', 'IP', 'Network Architecture', 'Network Design', 'Network Engineering', 'Network Security', 'Networking', 'Routing', 'Security', 'Switches', 'TCP/IP', 'Telecommunications', 'VPN', 'WAN']","$3,000","$4,000",Monthly,25 Apr 2019,25 May 2019
695,JOB-2019-0061762,Data Engineer,WORKATO PTE. LTD.,71 AYER RAJAH CRESCENT 139951,"Engineering, Information Technology",https://www.mycareersfuture.sg/job/data-engineer-workato-5dd422fd941f66c1662bb2f4f31f3a87,"We are seeking a talented, self-directed Data Engineer to design, develop, implement, test, document, and operate large-scale, high-volume, high-performance data structures for our business stakeholders. Implement data structures using best practices in data modeling and ETL/ELT processes. Gather business and functional requirements and translate these requirements into robust, scalable, operable solutions that work well within the overall data architecture. Analyze source data systems and drive best practices in source teams. Participate in the full development life cycle, end-to-end, from design, implementation and testing, to documentation, delivery, support, and maintenance. Produce comprehensive, usable dataset documentation and metadata. Evaluate and make decisions around dataset implementations designed and proposed by peer data engineers. Evaluate and make decisions around the use of new or existing software products and tools. Mentor junior data engineers.  The ideal candidate relishes working with data, enjoys the challenge of highly complex technical contexts, and, above all else, is passionate about data and analytics. He/she is an expert with data modeling, ETL design and business intelligence tools and passionately partners with the business to identify strategic opportunities where improvements in data infrastructure creates outsized business impact. He/she is a self-starter, comfortable with ambiguity, able to think big (while paying careful attention to detail) and enjoys working in a fast-paced team. The ideal candidate needs to possess exceptional technical expertise in large scale data warehouse and BI systems with hands-on knowledge on SQL, Distributed/MPP data storage, and AWS services (S3, Redshift, EMR, RDS).    To apply, please fill up the application form athttps://grnh.se/ed28c66f2",                                                           ,"Permanent, Full Time",Executive,"['Active Directory', 'Data Center', 'Integration', 'ITIL', 'Java', 'Linux', 'Microsoft SQL Server', 'MySQL', 'Networking', 'PHP', 'Project Management', 'Servers', 'Software Development', 'SQL', 'System Administration', 'Telecommunications', 'Troubleshooting', 'Virtualization', 'VMware', 'Windows Server']","$4,000","$8,000",Monthly,24 Apr 2019,24 May 2019
696,JOB-2019-0087470,Data Engineer,FRIARTUCK PTE LTD,"THE ALPHA, 10 SCIENCE PARK ROAD 117684","Consulting , Information Technology",https://www.mycareersfuture.sg/job/data-engineer-friartuck-e8e662f966d095b2b32e8e377867d458,"We are looking for a savvy to join our growing team of analytics experts. The hire will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross-functional teams. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. He/She must be self-directed and comfortable supporting the data needs of multiple teams, systems and products. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives.","Build the infrastructure and set up routines for optimal ETL for data from wide varieties of data sources utilizing SQL Design and build normalized and denormalized database solutions using healthcare industry best practices for data warehousing for specific client requirements, using Microsoft SQL Server Database programming (stored procedures and database design) Work with internal stakeholders to understand business needs for data structure, availability, scalability and accessibility; support translation of these data business needs into technical system requirements and build greater functionality to our data systems Identify opportunities for improvements and provide ongoing optimization, monitoring and tracking of data flow/ pipeline architecture Provide data management support to users Develop technical and training manuals BSc degree in Computer Science or relevant field 5-7 years of experience as a database developer or database engineer In-depth understanding of data management (e.g. permissions, recovery, security and monitoring) and Relational Database Management Systems Knowledge of software development and user interface web applications Hands on experience with SQL An ability to understand front-end users' requirements and a problem-solving attitude Opportunity to work with senior stakeholders and lead high-value projects with large enterprise clients Opportunity to work on our cutting edge AI and optimization software Competitive salary package","Permanent, Full Time","Professional, Executive, Senior Executive","['Access', 'Business Analysis', 'Business Intelligence', 'Data Analysis', 'Database Design', 'Databases', 'HTML', 'Integration', 'Management', 'Microsoft Excel', 'Microsoft SQL Server', 'Process Improvement', 'Program Management', 'Project Management', 'SDLC', 'SharePoint', 'SQL', 'T-SQL', 'Visio', 'Windows']","$6,000","$8,000",Monthly,24 Apr 2019,24 May 2019
697,JOB-2019-0087023,Data Engineer,ZAVE TECHNOLOGY PTE. LTD.,"INTERNATIONAL PLAZA, 10 ANSON ROAD 079903",Information Technology,https://www.mycareersfuture.sg/job/data-engineer-zave-technology-78cc7202accd0543cba338ff9a785456,"You are passionate in growing your expertise in the following areas:  * Data Pipelines  * Data Warehousing  * Statistics  * Metrics Development What you’ll do as our data engineer :  *Setup the first data pipeline from production systems to data warehouse  *Build first data warehouse schema  *Implement Segment and Mixpanel to understand our audiences  *Work with business partners to establish the right questions that need to asked and answered from our data  *Laying the ground work and building the systems towards the various NLP applications :   ** Reading responses to written tasks and determining outcomes related to accounting tasks (eg, selecting an account type for a bank account transaction)   ** Working on NLP chat bots to enhance our current generation of task assistants",,Permanent,Junior Executive,"['.NET', 'Agile Methodologies', 'Algorithms', 'C', 'C#', 'C++', 'Distributed Systems', 'Java', 'JavaScript', 'Linux', 'Machine Learning', 'MySQL', 'Perl', 'Programming', 'Python', 'Software Design', 'Software Development', 'Software Engineering', 'SQL', 'XML']","$3,000","$4,000",Monthly,24 Apr 2019,24 May 2019
698,JOB-2019-0087570,Mid - Senior Level Data Engineer,TRAVELOKA SERVICES PTE. LTD.,,Information Technology,https://www.mycareersfuture.sg/job/mid-senior-level-data-engineer-traveloka-services-80251b4e45e5ed8f6319c691e6d81568,"Data Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:", 	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	,Permanent,Executive,"['Agile Methodologies', 'C#', 'C++', 'HTML', 'Integration', 'Java', 'JavaScript', 'jQuery', 'Linux', 'MySQL', 'PHP', 'Project Management', 'Scrum', 'Software Development', 'Software Project Management', 'SQL', 'UML', 'Unix', 'Web Services', 'XML']","$6,100","$10,700",Monthly,24 Apr 2019,24 May 2019
699,JOB-2019-0087463,Mid Level Data Engineer,TRAVELOKA SERVICES PTE. LTD.,,Information Technology,https://www.mycareersfuture.sg/job/mid-level-data-engineer-traveloka-services-10ec08dd2c1d9154c02d032d6e438e7f,"Data Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:", 	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	,Permanent,Executive,"['Agile Methodologies', 'C#', 'C++', 'HTML', 'Integration', 'Java', 'JavaScript', 'jQuery', 'Linux', 'MySQL', 'PHP', 'Project Management', 'Scrum', 'Software Development', 'Software Project Management', 'SQL', 'UML', 'Unix', 'Web Services', 'XML']","$4,300","$7,600",Monthly,24 Apr 2019,24 May 2019
700,JOB-2019-0087433,Junior - Mid Level Data Engineer,TRAVELOKA SERVICES PTE. LTD.,,Information Technology,https://www.mycareersfuture.sg/job/junior-mid-level-data-engineer-traveloka-services-8870a85841fc70677fdef3807414055f,"Data Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:", 	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	,Permanent,Fresh/entry level,"['Agile Methodologies', 'C#', 'C++', 'HTML', 'Integration', 'Java', 'JavaScript', 'jQuery', 'Linux', 'MySQL', 'PHP', 'Project Management', 'Scrum', 'Software Development', 'Software Project Management', 'SQL', 'UML', 'Unix', 'Web Services', 'XML']","$3,000","$6,000",Monthly,24 Apr 2019,24 May 2019
701,JOB-2019-0087273,Data Engineer,CAPGEMINI SINGAPORE PTE. LTD.,6 BATTERY ROAD 049909,Engineering,https://www.mycareersfuture.sg/job/data-engineer-capgemini-singapore-d10dfc4f7055ae16e42b97aede1dc49d, Working Experience:  Education  Personal Traits ,"RDBMS: Oracle, Postgres, MSSQL, Netezza ETL and Data Integration Tools: IBM Datastage, Pentaho, Talend, Attunity Big Data: Hadoop (Hortonworks), Hive QL, Spark, Sqoop, etc Programming and Scripting: Linux/Unix Shell Scripting, Java, Scala, Hive QL, PL/SQL, NoSQL BI Tools: PowerBI, Qlik 3-5 years in data engineering and modelling. Experience in designing and developing dataware house solutions Hands on in managing data mapping, data quality and integrity, performance in data processing, etc Experience in insurance domain (e.g. LifeAsia system) is an advantage Experience in Agile software development Bachelor in Computer Science, Computer Engineering or equivalent Proactive with can-do attitude Independent and self-motivated Able to work under pressure to meet tight timeline Able to provide regular updates",Permanent,Professional,"['AutoCAD', 'C', 'C++', 'Engineering', 'Integration', 'Java', 'Linux', 'Management', 'Manufacturing', 'Matlab', 'Microsoft Office', 'Product Development', 'Program Management', 'Project Engineering', 'Project Management', 'Project Planning', 'Python', 'Software Development', 'Telecommunications', 'Testing']","$5,500","$7,500",Monthly,24 Apr 2019,24 May 2019
